course_id,user_id,registered,viewed,explored,certified,ip,cc_by_ip,countryLabel,continent,city,region,subdivision,postalCode,un_major_region,un_economic_group,un_developing_nation,un_special_region,latitude,longitude,LoE,YoB,gender,grade,passing_grade,start_time,first_event,last_event,nevents,ndays_act,nplay_video,nchapters,nforum_posts,nforum_votes,nforum_endorsed,nforum_threads,nforum_comments,nforum_pinned,roles,nprogcheck,nproblem_check,nforum_events,mode,is_active,cert_created_date,cert_modified_date,cert_status,completed
HarvardX/PH525.1x/1T2018,103932,False,,False,False,75.63.175.139,US,United States,North America,,,,,Northern America,Developed regions,,,38.0,-97.0,,1970,,,0.7,2018-02-13 10:50:49,2018-02-13 10:50:48.878270,2018-02-13 10:50:52.674230,3,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,130945,False,,False,False,159.206.84.40,CA,Canada,Americas,Montréal,QC,Quebec,,Northern America,Developed regions,,,45.5,-73.5833,,,,,0.7,2018-03-08 19:26:52,2018-03-08 19:26:52.206213,2018-03-08 19:26:57.240552,6,2,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,131747,False,,False,False,134.155.231.54,DE,Germany,Europe,Mannheim,BW,Baden-Württemberg Region,68165,Western Europe,Developed regions,,,49.4883,8.4647,,,,,0.7,2018-01-22 23:31:18,,,,,,,,,,,,,Student,,,,audit,1,,,,
HarvardX/PH525.1x/1T2018,138037,True,False,False,False,85.152.99.133,ES,Spain,Europe,Pola De Siero,O,Asturias,33510,Southern Europe,Developed regions,,,43.3833,-5.6667,,,,,0.7,2017-12-27 21:11:55,2017-12-27 21:11:55.462360,2018-06-10 18:25:17.824919,63,7,0,2,,,,,,,Student,0,0,0,verified,1,,,,2018-01-31 00:10:30.163263
HarvardX/PH525.1x/1T2018,146228,True,True,True,True,199.248.199.110,US,United States,Americas,Brooklyn,NY,New York,11201,Northern America,Developed regions,,,40.6501,-73.9496,,,,0.95,0.7,2018-04-09 20:28:03,2018-04-09 00:00:00,2018-05-15 20:17:09.913960,2469,20,432,5,,,,,,,Student,0,434,0,verified,1,2018-04-24 22:15:07,2018-04-26 00:54:26,downloadable,2018-04-09 20:33:57.855937
HarvardX/PH525.1x/1T2018,147242,False,,False,False,212.95.103.18,DE,Germany,Europe,Lotte,NW,North Rhine-Westphalia,49504,Western Europe,Developed regions,,,52.2833,7.9167,,,,,0.7,2018-04-06 20:59:38,2018-04-06 20:59:38.444628,2018-04-06 20:59:49.509921,6,2,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,149301,False,,False,False,47.15.189.68,CA,Canada,Americas,Ottawa,ON,Ontario,K2H,Northern America,Developed regions,,,45.3155,-75.837,,,,,0.7,2018-04-13 17:38:22,2018-04-13 17:38:21.670144,2018-06-04 08:56:35.954608,13,3,1,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,154222,True,True,False,False,103.26.224.186,IN,India,Asia,Mumbai,MH,Maharashtra,400076,Southern Asia,Developing_Nations,,,18.975,72.8258,,,,,0.7,2018-04-18 01:11:25,2018-04-18 01:11:25.647366,2018-04-30 06:17:06.230952,214,13,3,3,,,,,,,Student,0,36,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,162178,False,,False,False,141.133.83.253,US,United States,Americas,Waltham,MA,Massachusetts,02451,Northern America,Developed regions,,,42.3765,-71.2356,,1965,m,,0.7,2018-04-09 15:58:50,2018-04-09 15:58:49.719902,2018-04-09 16:01:32.739305,14,2,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,180319,False,,False,False,189.6.16.47,BR,Brazil,Americas,Sobradinho,DF,Federal,,South America,Developing_Nations,,Latin America and the Caribbean,-15.6333,-47.8167,m,1979,m,,0.7,2018-01-18 14:56:10,2018-01-18 14:56:09.626166,2018-01-18 14:56:09.626166,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,182774,False,,False,False,147.175.192.93,SK,Slovakia,Europe,Bratislava,BL,Bratislavsky kraj,,Eastern Europe,Developed regions,,,48.15,17.1167,b,1985,m,,0.7,2018-04-12 08:17:40,2018-04-12 08:17:40.210460,2018-04-12 08:17:46.757467,6,2,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,191113,True,False,False,False,109.252.90.55,RU,Russian Federation,Europe,Moscow,MOW,Moscow,,Eastern Europe,Developed regions,,,55.7522,37.6156,,,m,,0.7,2018-02-15 07:55:39,2018-02-15 07:55:39.185316,2018-02-15 19:04:14.268133,9,1,0,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,199858,True,False,False,False,46.103.37.133,GR,Greece,Europe,Athens,I,Attica,,Southern Europe,Developed regions,,,37.9833,23.7333,b,1983,m,,0.7,2018-02-01 09:46:58,2018-02-01 09:46:57.585265,2018-04-07 14:42:54.120207,34,3,2,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,202469,False,,False,False,128.252.55.251,US,United States,Americas,Saint Louis,MO,Missouri,63130,Northern America,Developed regions,,,38.6657,-90.3231,other,1991,f,,0.7,2018-01-30 21:24:02,2018-01-30 21:24:02.303064,2018-01-30 21:24:02.303064,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,210657,False,,False,False,137.97.142.173,US,United States,Americas,Northvale,NJ,New Jersey,07647,Northern America,Developed regions,,,41.0081,-73.9441,m,1978,m,,0.7,2018-02-01 01:21:57,2018-02-01 01:21:56.804460,2018-04-02 10:35:42.828122,19,7,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,210777,False,,False,False,46.98.117.183,UA,Ukraine,Europe,Dnepropetrovsk,12,Dnipropetrovska Oblast',,Eastern Europe,Developed regions,,,48.463,35.039,m,1983,m,,0.7,2018-02-04 16:27:04,2018-02-04 16:27:03.675444,2018-02-07 16:07:27.812632,4,2,0,,,,,,,,Student,0,0,0,audit,0,,,,
HarvardX/PH525.1x/1T2018,213395,False,,False,False,107.15.101.51,US,United States,Americas,Raleigh,NC,North Carolina,27616,Northern America,Developed regions,,,35.8713,-78.5394,m,1983,m,,0.7,2018-01-24 22:05:16,2018-01-24 22:05:16.527652,2018-01-24 22:05:16.527652,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,244962,False,,False,False,82.102.26.217,PT,Portugal,Europe,,,,,Southern Europe,Developed regions,,,38.7139,-9.1394,m,1990,m,,0.7,2018-05-26 15:41:25,2018-05-26 15:41:25.052815,2018-05-26 15:41:29.831216,3,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,266164,False,,False,False,147.6.1.61,KR,Korea,Asia,Seoul,11,Seoul,,Eastern Asia,Developing_Nations,,,37.5985,126.9783,,,,,0.7,2018-01-17 01:07:32,2018-01-17 01:07:31.850056,2018-04-04 01:32:16.130226,3,3,0,,,,,,,,Student,0,0,0,audit,0,,,,
HarvardX/PH525.1x/1T2018,267017,True,False,False,False,190.64.49.27,UY,Uruguay,Americas,Montevideo,MO,Departamento de Montevideo,,South America,Developing_Nations,,Latin America and the Caribbean,-34.8581,-56.1708,m,1976,m,,0.7,2018-04-09 15:40:29,2018-04-09 15:40:28.635017,2018-04-09 15:55:52.394195,18,2,0,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,289899,False,,False,False,98.116.190.163,US,United States,Americas,Staten Island,NY,New York,10306,Northern America,Developed regions,,,40.566,-74.1258,jhs,1995,m,,0.7,2018-01-05 03:57:21,2018-01-05 03:57:21.541483,2018-01-05 03:57:21.541483,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,292802,True,True,False,False,12.69.234.140,US,United States,Americas,San Diego,CA,California,92101,Northern America,Developed regions,,,32.7153,-117.1573,hs,1992,m,,0.7,2018-02-13 21:00:40,2018-02-13 21:00:40.242523,2018-03-06 21:55:57.760586,92,4,0,3,,,,,,,Student,0,12,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,302830,False,,False,False,128.248.111.100,US,United States,Americas,Chicago,IL,Illinois,60612,Northern America,Developed regions,,,41.8784,-87.6852,b,1982,f,,0.7,2018-01-17 14:41:44,2018-01-17 14:41:44.400118,2018-01-17 14:41:44.400118,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,318677,False,,False,False,46.235.92.194,SA,Saudi Arabia,Asia,Jeddah,02,Makkah Province,,Western Asia,Developing_Nations,,,21.5169,39.2192,b,1979,m,,0.7,2018-02-14 07:51:25,2018-02-14 07:51:25.315183,2018-02-14 07:51:25.315183,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,328008,False,,False,False,24.186.98.65,US,United States,Americas,Brooklyn,NY,New York,11237,Northern America,Developed regions,,,40.7035,-73.9182,m,1962,f,,0.7,2018-02-05 02:32:39,2018-02-05 02:32:39.042767,2018-02-05 02:32:50.977282,3,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,334059,True,False,False,False,189.4.117.162,BR,Brazil,Americas,Florianópolis,SC,Santa Catarina,,South America,Developing_Nations,,Latin America and the Caribbean,-27.5833,-48.5667,b,1983,m,,0.7,2018-03-02 10:03:24,2018-03-02 00:00:00,2018-04-27 21:04:41.583628,157,5,6,2,,,,,,,Student,0,36,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,334780,False,,False,False,196.6.205.4,NG,Nigeria,Africa,Lagos,LA,Lagos,,Western Africa,Developing_Nations,,Sub-Saharan-Africa,6.4531,3.3958,b,1987,m,,0.7,2018-01-17 12:42:26,2018-01-17 12:42:26.571679,2018-01-17 12:42:26.571679,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,355420,True,True,False,False,27.7.165.13,IN,India,Asia,Bangalore,KA,Karnataka,560075,Southern Asia,Developing_Nations,,,12.9833,77.5833,hs,1993,f,,0.7,2018-03-25 21:18:03,2018-03-25 00:00:00,2018-03-26 15:41:13.538824,628,4,106,4,,,,,,,Student,0,80,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,390117,True,True,False,False,177.79.10.212,BR,Brazil,South America,,,,,South America,Developing_Nations,,Latin America and the Caribbean,-23.5477,-46.6358,hs,1989,m,,0.7,2018-04-20 14:12:35,2018-04-20 00:00:00,2018-06-07 17:58:19.230426,789,23,77,4,,,,,,,Student,0,104,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,400659,True,False,False,False,52.55.239.150,US,United States,Americas,Wilmington,DE,Delaware,19893,Northern America,Developed regions,,,39.5645,-75.597,other,1984,m,,0.7,2018-05-13 21:20:30,2018-05-13 00:00:00,2018-05-15 07:36:02.224255,54,6,3,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,404691,False,,False,False,82.241.21.150,FR,France,Europe,Pantin,93,Seine-Saint-Denis,93500,Western Europe,Developed regions,,,48.8944,2.4093,b,1990,f,,0.7,2018-05-19 16:22:16,2018-05-19 16:19:32.285803,2018-05-19 16:22:26.192874,6,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,428006,True,False,False,False,181.112.9.122,EC,Ecuador,Americas,Quito,P,Provincia de Pichincha,,South America,Developing_Nations,,Latin America and the Caribbean,-0.2167,-78.5,b,1988,m,,0.7,2018-03-29 01:36:09,2018-03-29 01:36:09.172717,2018-04-18 12:59:46.636542,431,9,38,2,,,,,,,Student,0,102,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,434438,False,,False,False,76.19.41.240,US,United States,Americas,Belmont,MA,Massachusetts,02478,Northern America,Developed regions,,,42.3955,-71.1816,b,1984,m,,0.7,2018-04-21 23:13:11,2018-04-21 23:13:11.480208,2018-04-21 23:17:10.965137,4,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,449772,True,False,False,False,83.60.8.245,ES,Spain,Europe,Viladecáns,B,Barcelona,08840,Southern Europe,Developed regions,,,41.3167,2.0,m,1987,m,,0.7,2018-04-09 17:40:56,2018-04-09 17:40:55.703151,2018-04-14 22:12:20.314705,30,8,0,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,482501,False,,False,False,85.145.92.251,NL,Netherlands,Europe,,,,,Western Europe,Developed regions,,,52.3667,4.9,m,1987,m,,0.7,2017-12-30 14:24:50,2017-12-30 14:24:50.647922,2018-02-04 19:58:41.685843,5,3,0,,,,,,,,Student,0,0,0,audit,0,,,,
HarvardX/PH525.1x/1T2018,486129,True,False,False,False,87.223.148.56,ES,Spain,Europe,,,,,Southern Europe,Developed regions,,,40.4,0.0,m,1982,m,,0.7,2018-03-17 09:42:30,2018-03-17 09:42:30.558309,2018-03-17 09:47:26.834711,26,2,0,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,498212,False,,False,False,118.201.205.64,SG,Singapore,Asia,,,,,South-Eastern Asia,Developing_Nations,,,1.3667,103.8,b,1988,m,,0.7,2018-05-07 12:28:17,2018-05-07 12:28:16.638653,2018-05-07 12:32:27.518414,12,3,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,506300,False,,False,False,148.56.123.66,AT,Austria,Europe,,,,,Western Europe,Developed regions,,,48.2,0.0,p_se,1979,f,,0.7,2018-05-25 08:26:14,2018-05-25 08:26:14.237475,2018-05-25 08:26:26.056636,3,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,511338,False,,False,False,187.188.173.65,MX,Mexico,Americas,Tuxtla Gutiérrez,CHP,Chiapas,29030,Central America,Developing_Nations,,Latin America and the Caribbean,16.75,-93.1167,m,1969,m,,0.7,2018-01-16 21:19:44,2018-01-16 21:19:43.786903,2018-01-16 21:19:43.786903,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,513430,False,,False,False,110.93.209.177,PK,Pakistan,Asia,Karachi,SD,Sindh,,Southern Asia,Developing_Nations,,,24.9056,67.0822,b,1988,m,,0.7,2018-01-16 15:53:17,2018-01-16 15:53:17.095130,2018-01-16 15:53:17.095130,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,514506,False,,False,False,176.47.74.33,UA,Ukraine,Europe,Kiev,30,Kyiv City,,Eastern Europe,Developed regions,,,50.4333,30.5167,b,1990,m,,0.7,2018-04-15 08:44:51,2018-04-15 08:44:51.508934,2018-04-15 08:44:51.508934,2,2,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,519202,True,False,False,False,197.211.56.121,NG,Nigeria,Africa,,,,,Western Africa,Developing_Nations,,Sub-Saharan-Africa,10.0,8.0,b,1974,m,,0.7,2018-04-16 09:54:25,2018-04-16 09:54:25.259063,2018-04-25 12:05:58.923031,147,4,22,2,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,519818,True,True,False,False,103.68.217.230,,,,,,,,,,,,,,hs,1991,m,,0.7,2018-02-17 17:27:52,2018-02-17 00:00:00,2018-03-08 18:33:25.539129,47,5,3,4,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,526551,True,False,False,False,109.130.28.193,BE,Belgium,Europe,Gent,VOV,East Flanders Province,,Western Europe,Developed regions,,,51.05,3.7167,m,1983,m,,0.7,2018-01-16 21:40:22,2018-01-16 21:40:22.035665,2018-03-26 22:21:08.910000,69,10,14,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,529339,True,True,False,False,47.19.155.194,US,United States,Americas,Norwalk,CT,Connecticut,06850,Northern America,Developed regions,,,41.1176,-73.4079,,,,,0.7,2018-03-06 20:53:17,2018-03-06 00:00:00,2018-05-03 13:59:02.550765,1113,21,205,3,,,,,,,Student,0,124,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,539661,True,True,False,False,62.241.155.241,EG,Egypt,Africa,Cairo,C,Muhafazat al Qahirah,,Northern Africa,Developing_Nations,,,30.0771,31.2859,b,1985,m,,0.7,2018-03-28 21:33:09,2018-03-28 00:00:00,2018-03-30 07:55:06.221249,472,6,86,3,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,570889,False,,False,False,24.107.174.187,US,United States,Americas,Lawrenceville,GA,Georgia,30042,Northern America,Developed regions,,,33.9562,-83.988,b,2012,f,,0.7,2018-01-16 19:38:22,2018-01-16 19:38:22.138453,2018-01-16 19:38:22.138453,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,644773,True,False,False,False,191.180.113.93,BR,Brazil,Americas,São Paulo,SP,Sao Paulo,04079,South America,Developing_Nations,,Latin America and the Caribbean,-23.4733,-46.6658,m,1970,m,,0.7,2018-04-09 12:50:20,2018-04-09 12:50:20.019028,2018-04-19 16:24:08.477642,31,5,0,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,721013,True,False,False,False,103.250.162.45,IN,India,Asia,Ahmedabad,GJ,Gujarat,,Southern Asia,Developing_Nations,,,23.0333,72.6167,m,1971,m,,0.7,2018-02-19 18:08:05,2018-02-19 18:08:05.640694,2018-03-06 09:43:14.671648,83,5,0,2,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,733928,False,,False,False,46.25.105.124,ES,Spain,Europe,Altafulla,T,Tarragona,43893,Southern Europe,Developed regions,,,41.1333,1.3833,m,1972,m,,0.7,2018-01-16 18:51:41,2018-01-16 18:51:41.616564,2018-01-16 18:51:41.616564,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,734611,True,False,False,False,24.228.252.5,US,United States,Americas,Brooklyn,NY,New York,11216,Northern America,Developed regions,,,40.6809,-73.9463,m,1972,f,,0.7,2018-04-10 04:18:11,2018-04-10 04:18:10.937276,2018-04-18 00:40:42.903189,27,5,0,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,735214,True,False,False,False,168.197.68.36,,,,,,,,,,,,,,m,1971,m,,0.7,2018-01-31 13:57:45,2018-01-31 00:00:00,2018-01-31 14:01:46.175924,17,1,1,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,738683,True,False,False,False,184.66.45.24,CA,Canada,Americas,Victoria,BC,British Columbia,,Northern America,Developed regions,,,48.4502,-123.3435,b,1984,m,,0.7,2018-05-25 15:46:10,2018-05-25 15:46:10.448344,2018-05-25 21:36:54.788241,9,1,0,1,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,766536,True,False,False,False,49.199.123.182,AU,Australia,Oceania,,,,,Australia and New Zealand,Developed regions,,,-27.0,133.0,m,1984,m,,0.7,2018-02-11 12:01:04,2018-02-11 12:01:04.105694,2018-02-11 12:08:33.869512,24,1,0,2,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,771737,False,,False,False,209.159.184.178,CA,Canada,Americas,Saint Catharines,ON,Ontario,,Northern America,Developed regions,,,43.1667,-79.2333,b,1972,m,,0.7,2018-04-05 20:50:39,,,,,,,,,,,,,Student,,,,audit,1,,,,
HarvardX/PH525.1x/1T2018,776692,True,False,False,False,193.92.193.54,GR,Greece,Europe,,,,,Southern Europe,Developed regions,,,37.9667,23.7167,b,1967,m,,0.7,2018-02-24 13:37:00,2018-02-24 00:00:00,2018-05-22 21:45:37.012954,394,19,39,2,,,,,,,Student,0,76,0,audit,0,,,,
HarvardX/PH525.1x/1T2018,778638,False,,False,False,73.249.221.94,US,United States,North America,,,,,Northern America,Developed regions,,,38.0,-97.0,b,1989,f,,0.7,2018-04-28 00:53:45,2018-04-28 00:53:45.283239,2018-05-06 12:48:39.302795,64,10,0,,,,,,,,Student,0,0,0,audit,0,,,,
HarvardX/PH525.1x/1T2018,781932,True,False,False,False,151.28.211.45,IT,Italy,Europe,Rome,RM,Rome,00168,Southern Europe,Developed regions,,,41.9,12.4833,b,1983,f,,0.7,2018-04-17 13:06:15,2018-04-17 13:06:15.457744,2018-04-19 13:25:54.299950,97,3,0,2,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,803243,False,,False,False,24.11.38.141,US,United States,Americas,Fennville,MI,Michigan,49408,Northern America,Developed regions,,,42.5675,-86.1116,p,1971,m,,0.7,2018-02-10 07:22:37,2018-02-10 07:22:36.908013,2018-02-16 09:25:52.692108,6,2,0,,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,815070,True,False,False,False,179.56.22.109,CL,Chile,Americas,Temuco,AR,Region de la Araucania,,South America,Developing_Nations,,Latin America and the Caribbean,-38.7333,-72.6,p_oth,1951,m,,0.7,2018-04-09 14:09:32,2018-04-09 14:09:32.122620,2018-04-18 02:57:54.607409,86,3,8,2,,,,,,,Student,0,0,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,815445,True,False,False,False,70.113.116.175,US,United States,Americas,Hutto,TX,Texas,78634,Northern America,Developed regions,,,30.5543,-97.552,hs,1994,m,,0.7,2018-03-02 23:53:14,2018-03-02 00:00:00,2018-04-07 17:42:49.928243,768,16,140,2,,,,,,,Student,0,132,0,audit,1,,,,
HarvardX/PH525.1x/1T2018,827065,False,,False,False,52.193.171.166,US,United States,Americas,Wilmington,DE,Delaware,19893,Northern America,Developed regions,,,39.5645,-75.597,m,1987,m,,0.7,2018-01-17 01:50:16,2018-01-17 01:50:15.989807,2018-01-17 01:50:15.989807,1,1,0,,,,,,,,Student,0,0,0,audit,1,,,,
